id,title,price,link,additional_image_link,title,image_link,brand,description,availability
63357fda3a42c60c8f62c5dc,KULTAINEN LYYRA Kiinnitetään lakkiin,35.9,https://www.laatulakki.fi/product/63357fda3a42c60c8f62c5dc,,KULTAINEN LYYRA Kiinnitetään lakkiin,http://localhost:3000/images/lyyra/lyyra.jpeg,LAATULAKKI,"Äidinlyyra on kunnianosoitus ja kiitos kasvatuksesta ja huolenpidosta. Perinteisesti valmistuva lapsi antaa lyyran lahjaksi valmistujaispäivän aamuna. Halkaisijaltaan 16 mm kokoinen lakkilyyran kaltainen koru kiinnitetään sydämen puolelle vasemmalle, kun taas tavallisia rintakoruja pidetään oikealla puolella.",in_stock
638504e141442f0998503beb,Musta lakki,69.9,https://www.laatulakki.fi/product/638504e141442f0998503beb,http://localhost:3000/images/black_side.png,Musta lakki,http://localhost:3000/images/black_front.png,LAATULAKKI,"Tiesitkö, että meiltä tilataan vuosi vuodelta enemmän yo-lakkeja mustalla samettipäällisellä?",out_of_stock
5c6ebfec6fd07954a4890689,Klassinen 1 Ylioppilaslakki,44.9,https://www.laatulakki.fi/product/5c6ebfec6fd07954a4890689,http://localhost:3000/images/graduation_cap/800/2.jpg,Klassinen 1 Ylioppilaslakki,http://localhost:3000/images/graduation_cap/800/1.jpg,LAATULAKKI,"Klassinen ylioppilaslakki korkealaatuisella vettä- ja likaahylkivällä puuvillasametilla. Lakissa on kullattu 16mm lyyra kiiltävä lippa ja sinivalkoinen vuori. Toimitetaan tyylikkäässä lahjalaatikossa, jossa lakkia on helppo säilyttää. Suunniteltu Suomessa.",in_stock
640aeccb96fb0b3d1da8ad51,Perinteinen suomalainen ylioppilaslakki,44.9,https://www.laatulakki.fi/product/640aeccb96fb0b3d1da8ad51,https://www.laatulakki.fi/public/images/graduation_cap/800/2.jpg,Perinteinen suomalainen ylioppilaslakki,https://www.laatulakki.fi/public/images/graduation_cap/800/1.jpg,LAATULAKKI,"Perinteinen suomalainen ylioppilaslakki. Lakissa on kiinnitettynä kullattu 16x16 mm lyyra. Lakin päällikangas on korkealaatuista, vettä ja likaa hylkivää Brilliant-samettia. Lakin vuorikangas on sinivalkoista viskoosia. Hikinauha on nahkaa ja lippa on valmistettu tekonahasta. Mittaa päänympäryksesi huolellisesti, jotta pystyt valitsemaan juuri sinulle oikeankokoisen ylioppilaslakin. Ylioppilaslakki toimitetaan sopivan kokoisessa laatikossa, jossa sitä on helppo säilyttää.",in_stock
64dca70982f3be652dde5ed7,Suomalainen ylioppilaslakki,44.9,https://www.laatulakki.fi/ylioppilaslakki,https://www.laatulakki.fi/images/graduation_cap/800/2.jpg,Suomalainen ylioppilaslakki,https://www.laatulakki.fi/images/graduation_cap/800/1.jpg,LAATULAKKI,"Perinteinen suomalainen ylioppilaslakki. Lakissa on kiinnitettynä kullattu 16x16 mm lyyra. Lakin päällikangas on korkealaatuista, vettä ja likaa hylkivää Brilliant-samettia. Lakin vuorikangas on sinivalkoista viskoosia. Hikinauha on nahkaa ja lippa on valmistettu tekonahasta. Mittaa päänympäryksesi huolellisesti, jotta pystyt valitsemaan juuri sinulle oikeankokoisen ylioppilaslakin. Ylioppilaslakki toimitetaan sopivan kokoisessa laatikossa, jossa sitä on helppo säilyttää. Testi.",in_stock
